DC1---DC1	p-value: 0.79143
HLA-G---KLRD1	0.001649
SPP1---ITGA5	0.001639
CD47---TYROBP	0.001575
CAV1---PTGS2	0.001513
ITGB1---COL4A2	0.001396
FN1---ITGA5	0.001163
FN1---SDC2	0.001090
ITGB1---TGM2	0.001056
COL1A1---ITGA5	0.001047
COL4A2---ITGB1	0.001040
CAV1---GNAI2	0.000954
LRP1---APOE	0.000946
LDLR---APOE	0.000927
IL1R2---IL1B	0.000851
APOE---LDLR	0.000748
HLA-A---KIR3DL1	0.000747
ITGB1---COL6A2	0.000726
INSR---NAMPT	0.000711
HLA-B---KIR3DL1	0.000694
ERBB2---HLA-A	0.000691
IGF2R---GZMB	0.000619
S1PR1---SPP1	0.000613
C3---ITGB2	0.000609
IL1R1---IL1B	0.000605
IL15---IL2RB	0.000596
COL6A3---ITGB1	0.000595
LAMB2---RPSA	0.000571
IDE---CCL3	0.000530
LRP1---C1QB	0.000525
EGFR---DCN	0.000520
ITGB1---HSPG2	0.000494
SDC2---MMP2	0.000493
THY1---ITGAX	0.000490
APOE---LRP1	0.000485
PGF---FLT1	0.000472
COL1A1---CD36	0.000471
COL6A1---ITGB1	0.000467
HLA-G---KIR2DL4	0.000446
VCAN---ITGA4	0.000439
PLA2G2A---ITGA5	0.000427
LRP1---SERPINE2	0.000427
CYR61---ITGAM	0.000423
MMP12---PLAUR	0.000409
ACKR1---CCL2	0.000404
INSR---ARF1	0.000392
SPP1---ITGAV	0.000388
ITGB1---F13A1	0.000380
HMGB1---THBD	0.000366
COL1A1---CD93	0.000365
RAMP2---ADM	0.000356
MMP2---SDC2	0.000355
ACKR2---CCL3	0.000355
FN1---ITGB7	0.000353
ITGB1---VCAM1	0.000350
PLA2G2A---ITGA4	0.000337
COL1A2---CD93	0.000328
ITGA5---CYR61	0.000326
LAMA2---RPSA	0.000319
ITGB8---FN1	0.000312
CD93---C1QA	0.000310
SDC2---TGFB1	0.000292
CYR61---ITGAV	0.000287
CXCL13---CXCR3	0.000269
CCL2---CCR1	0.000263
PILRA---CD99	0.000261
DPP4---CXCL2	0.000258
EGFR---AREG	0.000257
C5AR1---RPS19	0.000256
CCL21---CCR7	0.000252
ITGB1---TIMP2	0.000251
TNFRSF1A---GRN	0.000247
KDR---TIMP3	0.000246
IGF1R---IGF2	0.000246
ITGAV---FN1	0.000244
ITGB1---LGALS3BP	0.000244
FN1---ITGA4	0.000239
ANXA1---FPR1	0.000232
ITGB1---COL3A1	0.000216
COL1A2---CD36	0.000214
SEMA6D---TYROBP	0.000214
NT5E---FN1	0.000212
FLT1---PGF	0.000208
HLA-A---LILRB2	0.000207
ITGB1---COL1A1	0.000197
CCR1---CCL4	0.000194
APOD---LEPR	0.000194
SDC1---HMGB1	0.000191
ACKR2---CCL4	0.000189
LRP1---PSAP	0.000185
HLA-B---LILRB2	0.000181
C3---ITGAX	0.000179
LGALS9---CD44	0.000178
SCARB1---APOE	0.000172
CD14---ITGB1	0.000172
ITGA3---FN1	0.000154
PLAUR---ITGB1	0.000153
SPP1---ITGA4	0.000149
CAV1---APP	0.000149
ITGB5---FN1	0.000148
CTGF---ITGAM	0.000146
IGF2R---IGF2	0.000146
ICAM2---ITGB2	0.000144
ANXA1---FPR3	0.000139
ITGA2---FN1	0.000136
FN1---ITGAV	0.000133
ICAM1---ITGB2	0.000129
ADAM15---ITGB1	0.000126
CTGF---ITGA5	0.000120
EGFR---ANXA1	0.000120
COL3A1---ITGA1	0.000117
CLEC2D---KLRB1	0.000114
ITGA5---CTGF	0.000112
TNFRSF21---TNF	0.000111
ITGA9---SPP1	0.000111
TNFRSF11B---FN1	0.000110
FN1---NT5E	0.000109
CCR1---CCL3	0.000109
COL4A1---CD93	0.000105
IL1RAP---IL1B	0.000104
ITGB1---COL6A3	0.000104
THY1---ITGAM	0.000102
ACKR4---CCL5	0.000102
CYR61---ITGB5	0.000101
ACKR1---CXCL1	0.000100
ICAM1---IL2RG	0.000098
ITGB3---SPP1	0.000098
MET---DCN	0.000093
HLA-C---LILRB2	0.000093
PLAU---PLAUR	0.000092
SELE---CD44	0.000091
GSTP1---TRAF2	0.000091
DKK1---KREMEN1	0.000091
ITGB1---VCAN	0.000091
HLA-E---KLRC2	0.000089
ERBB3---AREG	0.000087
ITGA4---SPP1	0.000086
CTGF---LRP1	0.000086
EGFR---HSP90AA1	0.000081
COL18A1---ITGA5	0.000079
HLA-A---KIR3DL2	0.000078
LRP1---CALR	0.000077
TNFRSF1A---TNF	0.000077
HGF---CD44	0.000074
THY1---ITGAV	0.000074
KLRC1---HLA-E	0.000073
TLR4---S100A9	0.000071
MRC1---PTPRC	0.000071
TSPAN1---MDK	0.000070
COL1A1---ITGA1	0.000069
FN1---ITGB5	0.000067
ITGAV---CALR	0.000063
CXCL12---CXCR4	0.000062
ENG---TGFB1	0.000061
LTBR---LTB	0.000061
VCAN---TLR2	0.000061
DCN---EGFR	0.000061
IGF2---INSR	0.000060
FN1---MAG	0.000058
THBS1---ITGB1	0.000057
CAV1---HRAS	0.000057
HSPG2---ITGB1	0.000057
ITGB1---PLA2G2A	0.000054
APOE---LRP8	0.000053
RARRES2---CCRL2	0.000053
IL1R1---IL1RN	0.000053
KLRD1---HLA-B	0.000050
TLR4---S100A8	0.000050
IDE---IGF2	0.000050
APOE---SCARB1	0.000050
IGF2---IGF2R	0.000049
HLA-B---LILRB1	0.000048
CSPG4---C1QA	0.000047
HLA-A---LILRB1	0.000047
IL6ST---IL6	0.000046
BGN---TLR2	0.000046
CCL21---CXCR3	0.000045
COL14A1---CD44	0.000045
ICAM1---ITGAX	0.000044
SELE---SERPING1	0.000044
COL6A2---ITGA1	0.000044
ABCA1---PLTP	0.000043
IL6ST---OSM	0.000041
LEPR---APOD	0.000039
ITGA11---FN1	0.000039
MDK---LRP1	0.000038
CD44---COL1A1	0.000038
CR1---C1QA	0.000037
HAS2---CD44	0.000037
CCR5---CCL4	0.000035
SERPING1---LRP1	0.000034
MDK---SDC3	0.000034
IGF2---IDE	0.000034
LAMB1---ITGB1	0.000033
KREMEN1---DKK1	0.000032
THBS2---ITGB1	0.000032
TIMP2---ITGB1	0.000032
IL15---IL2RG	0.000031
CCR10---CCL2	0.000030
LILRB1---HLA-C	0.000030
THBS1---CD47	0.000030
CCR5---CCL3	0.000029
SERPINE2---LRP1	0.000027
ITGA3---CALR	0.000027
ADAM12---ITGB1	0.000026
ITGB1---ADAM9	0.000025
HLA-A---ERBB2	0.000025
CD44---VCAN	0.000025
TYROBP---CD47	0.000024
F13A1---ITGB1	0.000022
MICA---HCST	0.000022
CCL18---CCR1	0.000021
ITGB1---COL22A1	0.000021
CAV1---BST1	0.000017
CD99---PILRA	0.000014
FGF2---CD44	0.000012
ITGB2---CYR61	0.000006

un_annoted---dNK3	q-value: 0.79143

Ligand---Receptor	contribution
ITGB1---SPP1	0.114359
TIMP1---CD63	0.091131
VIM---CD44	0.054098
APLP2---HLA-A	0.035448
APP---CD74	0.035003
CD44---SPP1	0.032933
CD63---TIMP1	0.027935
REN---ATP6AP2	0.024579
HLA-B---KLRD1	0.016956
CANX---HLA-B	0.015696
COL1A1---CD44	0.014799
ITGA5---SPP1	0.012983
CYR61---ITGB2	0.012910
SPP1---CD44	0.012353
CD44---VIM	0.012016
RPS19---C5AR1	0.011427
COL1A2---CD44	0.010990
ITGB1---PLAUR	0.008989
VCAN---CD44	0.008792
FN1---PLAUR	0.007874
FBLN1---ITGB1	0.007420
HLA-E---KLRC1	0.007158
ACKR1---CXCL8	0.006782
FN1---CD44	0.006011
HLA-A---APLP2	0.005407
SPP1---ITGB1	0.005379
COL1A1---ITGB1	0.005291
ITGAV---SPP1	0.004782
ALB---B2M	0.004479
HLA-B---CANX	0.004397
HLA-C---KIR2DL3	0.004352
COL3A1---ITGB1	0.004166
APOE---SORL1	0.003563
ITGB1---CD14	0.003557
COL1A2---ITGB1	0.003486
PLA2G2A---ITGB1	0.003386
VCAN---ITGB1	0.003156
COL6A2---ITGB1	0.003114
CD47---TYROBP	0.003003
CTGF---ITGB2	0.002906
HLA-C---KIR2DL1	0.002847
FN1---ITGB1	0.002807
TGM2---ITGB1	0.002421
ACKR1---CCL5	0.002371
IL1R1---IL1B	0.002326
HLA-E---KLRD1	0.001929
LRP1---APOE	0.001737
LGALS3BP---ITGB1	0.001670
CXCL13---CXCR3	0.001524
SDC4---CCL5	0.001310
COL1A1---CD36	0.001232
S1PR1---SPP1	0.001191
LDLR---APOE	0.001014
COL18A1---ITGB1	0.000970
ERBB2---HLA-A	0.000937
LRP1---PSAP	0.000904
PLA2G2A---ITGA4	0.000846
CAV1---GNAI2	0.000841
THY1---ITGB2	0.000828
KLRD1---HLA-B	0.000826
CAV1---PTGS2	0.000814
SPP1---ITGA5	0.000808
HLA-A---KIR3DL2	0.000758
ITGA9---SPP1	0.000758
LRP1---C1QB	0.000734
COL1A2---CD36	0.000725
HLA-B---KIR3DL1	0.000717
C3---ITGB2	0.000712
CYR61---ITGAM	0.000698
HLA-A---KIR3DL1	0.000690
FN1---ITGA4	0.000665
ITGB1---PLA2G2A	0.000663
CD44---MMP9	0.000640
ITGB1---FBLN1	0.000639
TNFRSF1A---LTB	0.000634
COL4A1---ITGB1	0.000614
HLA-A---LILRB2	0.000587
IL1R2---IL1B	0.000559
KLRC1---HLA-E	0.000544
COL6A1---ITGB1	0.000539
FN1---ITGAV	0.000535
LTBR---LTB	0.000521
EGFR---HSP90AA1	0.000509
APOE---LRP1	0.000501
TRAF2---GSTP1	0.000486
FN1---ITGB7	0.000482
EGFR---AREG	0.000472
SDC2---CSF2	0.000470
TNFRSF1A---GRN	0.000461
DPP4---CXCL2	0.000458
ACKR2---CCL3	0.000440
COL4A2---ITGB1	0.000434
IL15---IL2RB	0.000422
CSPG4---C1QA	0.000404
MMP12---PLAUR	0.000385
COL1A2---ITGA1	0.000383
ACKR2---CCL4	0.000371
COL1A1---ITGA1	0.000370
CCR3---CCL4	0.000364
SPP1---ITGAV	0.000363
ACKR4---CCL5	0.000354
HLA-G---KLRC1	0.000351
CCR1---CCL3	0.000347
CD9---HBEGF	0.000337
ITGB3---SPP1	0.000333
FN1---ITGA5	0.000330
CYR61---ITGA5	0.000329
HLA-E---KLRC2	0.000324
CD93---C1QA	0.000324
HLA-C---LILRB2	0.000324
HLA-B---LILRB2	0.000321
COL6A2---ITGA1	0.000319
SCARB1---APOE	0.000307
TNFRSF1A---TNF	0.000299
CTGF---ITGAM	0.000284
CELSR1---PSAP	0.000281
HMGB1---THBD	0.000270
GSTP1---TRAF2	0.000270
APOE---LDLR	0.000263
CD40---LTB	0.000261
COL3A1---ITGA1	0.000255
KLRD1---HLA-E	0.000254
ACKR1---CCL2	0.000249
SEMA6D---TYROBP	0.000243
ANXA1---FPR1	0.000241
PLA2G2A---ITGA5	0.000224
LILRB1---HLA-A	0.000223
CCR1---CCL4	0.000220
IL1RAP---IL1B	0.000216
HLA-A---LILRB1	0.000210
MMP2---SDC2	0.000205
SELE---CD44	0.000197
FAS---TNF	0.000197
SERPINE2---LRP1	0.000195
TYROBP---CD47	0.000193
ITGA4---SPP1	0.000191
SPP1---ITGA4	0.000190
C3---ITGAM	0.000185
LAMA2---RPSA	0.000183
GNAS---PTGDR	0.000182
ITGB1---VCAN	0.000174
COL6A3---ITGB1	0.000168
EGFR---ANXA1	0.000168
COL4A2---ITGA1	0.000164
HLA-G---KIR2DL4	0.000164
COL1A1---ITGA5	0.000158
RPSA---LAMA2	0.000158
CYR61---ITGAV	0.000157
CD14---ITGB1	0.000155
CD44---FN1	0.000151
PLAUR---ITGB1	0.000149
DCN---EGFR	0.000148
GPC3---CD81	0.000137
CCR5---CCL3	0.000135
CXCL2---XCR1	0.000135
ITGB1---FN1	0.000130
CTGF---ITGA5	0.000130
VLDLR---APOE	0.000130
LAMA1---RPSA	0.000123
IL1R2---IL1RN	0.000123
LAMC1---ITGB1	0.000119
ENG---TGFB1	0.000118
TFPI---LRP1	0.000110
IL1R1---IL1RN	0.000106
C3---ITGAX	0.000105
CAV1---APP	0.000103
ACKR2---CCL2	0.000102
INSR---NAMPT	0.000101
PILRA---CD99	0.000099
FN1---SDC2	0.000098
ITGB1---COL6A2	0.000098
IGF2---IGF2R	0.000094
MICA---HCST	0.000092
COL14A1---CD44	0.000091
IL7---IL7R	0.000090
THBD---HMGB1	0.000090
ANXA1---FPR3	0.000090
GRN---TNFRSF1B	0.000088
COL18A1---GPC1	0.000088
LILRB1---HLA-C	0.000084
VCAN---ITGA4	0.000080
C5AR1---RPS19	0.000079
ICAM2---ITGB2	0.000077
ICAM1---ITGB2	0.000076
CYR61---ITGB5	0.000076
MIF---TNFRSF14	0.000076
CDH1---ITGB1	0.000070
MDK---LRP1	0.000069
SERPING1---LRP1	0.000069
HLA-G---KLRD1	0.000068
RAMP2---ADM	0.000063
CD44---LGALS9	0.000061
JAM3---ITGB2	0.000059
COL4A1---ITGA1	0.000052
COL18A1---ITGA1	0.000044
THY1---ITGAX	0.000041
PLAU---PLAUR	0.000035
CD99---PILRA	0.000028

un_annoted---dNK_p	q-value: 0.79143

Ligand---Receptor	contribution
ITGB1---SPP1	0.301742
CD44---SPP1	0.101886
TIMP1---CD63	0.094510
ITGA5---SPP1	0.044820
CD63---TIMP1	0.030667
VIM---CD44	0.021042
APLP2---HLA-A	0.016055
ITGAV---SPP1	0.014645
CANX---HLA-B	0.012901
FN1---PLAUR	0.012751
RPS19---C5AR1	0.012352
APP---CD74	0.011062
HLA-B---KLRD1	0.010711
ITGB1---CD14	0.010004
CD44---VIM	0.008484
SPP1---CD44	0.007449
HLA-E---KLRC1	0.007140
FBLN1---ITGB1	0.006896
HLA-A---APLP2	0.006634
HLA-C---KIR2DL3	0.005606
ITGB1---PLAUR	0.005450
CYR61---ITGB2	0.005226
REN---ATP6AP2	0.004707
HLA-B---CANX	0.004260
ACKR1---CCL5	0.003660
S1PR1---SPP1	0.003638
THY1---ITGB2	0.003523
COL1A1---CD44	0.003421
CTGF---ITGB2	0.002554
COL6A2---ITGB1	0.002538
KLRD1---HLA-B	0.002517
PLA2G2A---ITGB1	0.002232
LAMB2---RPSA	0.002209
PLA2G2A---ITGA5	0.002194
THY1---ITGAX	0.002132
HLA-C---KIR2DL1	0.002113
LRP1---PSAP	0.002103
CD47---TYROBP	0.002096
COL1A2---CD44	0.002059
COL1A1---ITGB1	0.001840
VCAN---CD44	0.001760
TGM2---ITGB1	0.001585
SPP1---ITGB1	0.001581
COL1A2---ITGB1	0.001573
APOE---LDLR	0.001506
LRP1---APOE	0.001437
COL3A1---ITGB1	0.001342
FN1---CD44	0.001324
SPP1---ITGA5	0.001144
SPP1---ITGA9	0.001144
ACKR1---CXCL8	0.001141
HLA-E---KLRD1	0.001110
APOE---LRP1	0.000972
CAV1---GNAI2	0.000924
COL6A1---ITGB1	0.000850
LDLR---APOE	0.000842
HLA-A---KIR3DL1	0.000803
VCAN---ITGB1	0.000791
TYROBP---CD47	0.000791
CYR61---ITGAM	0.000733
LRP1---C1QB	0.000641
LGALS3BP---ITGB1	0.000626
SCARB1---APOE	0.000610
COL4A1---ITGB1	0.000569
CYR61---ITGA5	0.000562
ITGB1---F13A1	0.000489
ACKR1---CCL2	0.000476
ITGA9---SPP1	0.000406
ITGA4---SPP1	0.000397
HLA-B---KIR3DL1	0.000392
IGF2R---GZMB	0.000377
FN1---ITGA5	0.000352
FN1---ITGB1	0.000352
C3---ITGB2	0.000334
CCL2---CCR1	0.000329
COL6A2---ITGA1	0.000328
ALB---B2M	0.000308
APOE---SORL1	0.000305
LGALS9---CD44	0.000288
C3---CD46	0.000281
C3---ITGAX	0.000281
CYR61---ITGB5	0.000281
HLA-G---KLRC1	0.000220
HLA-G---LILRB1	0.000220
MMP12---PLAUR	0.000216
FN1---ITGB7	0.000193
APOD---LEPR	0.000190
PILRA---CD99	0.000188
CD93---C1QA	0.000174
ICAM2---ITGB2	0.000168
HLA-A---LILRB2	0.000145
IL2RB---IL15	0.000144
CSPG4---C1QA	0.000129
FN1---ITGA9	0.000096
FN1---NT5E	0.000096
COL1A1---CD36	0.000092
COL1A1---CD93	0.000092
CCR1---CCL3	0.000091
PLAU---PLAUR	0.000089
IL1R1---IL1B	0.000036

un_annoted---dS1	q-value: 0

Ligand---Receptor	contribution
CD63---TIMP1	0.135654
TIMP1---CD63	0.132270
VIM---CD44	0.027040
ITGB1---FBLN1	0.024702
REN---ATP6AP2	0.024566
CD44---VIM	0.024524
ITGB1---COL6A2	0.011645
ITGB1---PLA2G2A	0.011447
ITGB1---TGM2	0.011405
FBLN1---ITGB1	0.011370
ITGB1---FN1	0.011214
SPP1---ITGB1	0.009428
COL1A1---ITGB1	0.008467
ITGB1---VCAN	0.006736
ITGB1---COL1A1	0.006424
HLA-A---APLP2	0.005802
COL1A2---ITGB1	0.005478
COL1A1---CD44	0.005310
SPP1---CD44	0.005206
APLP2---HLA-A	0.005002
ITGB1---COL3A1	0.004954
ITGB1---LGALS3BP	0.004744
FN1---ITGB1	0.004694
PLA2G2A---ITGB1	0.004369
CANX---HLA-B	0.003900
COL6A2---ITGB1	0.003881
SDC2---FN1	0.003771
CD44---FN1	0.003756
COL3A1---ITGB1	0.003689
ITGB1---COL1A2	0.003528
VCAN---ITGB1	0.003469
COL1A2---CD44	0.003396
EGFR---DCN	0.003078
FN1---CD44	0.002955
DCN---EGFR	0.002793
SPP1---ITGA5	0.002660
TGM2---ITGB1	0.002414
ITGB1---COL6A1	0.002405
COL4A1---ITGB1	0.002401
VCAN---CD44	0.002370
ALB---B2M	0.002234
ATP6AP2---REN	0.002220
LGALS3BP---ITGB1	0.002160
ITGB1---COL4A1	0.002007
CYR61---ITGA5	0.001949
ITGA5---FN1	0.001849
ITGA5---CYR61	0.001847
CD44---VCAN	0.001835
FN1---SDC2	0.001811
PLAUR---FN1	0.001799
HLA-B---CANX	0.001783
CD44---COL1A1	0.001696
INSR---IGF2	0.001439
COL1A1---ITGA5	0.001414
APOE---LRP1	0.001201
FN1---ITGA5	0.001177
COL18A1---ITGB1	0.001145
IGF2---INSR	0.001067
LRP1---APOE	0.001030
APOE---LDLR	0.001006
ITGA5---PLA2G2A	0.000991
CD44---COL1A2	0.000983
LDLR---APOE	0.000935
SDC2---MMP2	0.000927
COL4A2---ITGB1	0.000915
ITGB1---HSPG2	0.000880
KDR---TIMP3	0.000820
CAV1---APP	0.000804
PGF---FLT1	0.000755
B2M---ALB	0.000755
SPP1---ITGAV	0.000753
ITGB1---COL6A3	0.000736
FN1---PLAUR	0.000673
LEPR---APOD	0.000607
MMP2---SDC2	0.000561
ITGB1---COL18A1	0.000543
COL6A3---ITGB1	0.000527
ITGB1---COL4A2	0.000526
PLA2G2A---ITGA5	0.000485
LRP1---SERPINE2	0.000457
COL6A1---ITGB1	0.000450
ITGA5---COL1A1	0.000408
TIMP3---KDR	0.000404
ITGA5---CTGF	0.000395
CYR61---ITGAV	0.000392
CD14---ITGB1	0.000384
APP---CD74	0.000340
APP---CAV1	0.000328
PRLR---CSH1	0.000326
SCARB1---APOE	0.000317
FN1---ITGAV	0.000295
ITGB1---ADAM12	0.000263
ITGAV---CYR61	0.000262
KREMEN1---DKK1	0.000256
CD36---COL1A1	0.000249
DKK1---LRP6	0.000247
CTGF---ITGA5	0.000241
ARF1---INSR	0.000238
PLAUR---ITGB1	0.000237
DKK1---KREMEN1	0.000228
LRP1---SERPING1	0.000217
ITGB8---FN1	0.000217
PILRA---CD99	0.000210
CD99---PILRA	0.000201
FN1---ITGB8	0.000194
SDC4---MDK	0.000192
HLA-A---ERBB2	0.000191
ITGAV---FN1	0.000188
LRP6---DKK1	0.000185
ITGB1---THBS1	0.000184
SERPING1---LRP1	0.000180
ADM---RAMP2	0.000178
TSPAN1---MDK	0.000171
ACKR1---CXCL8	0.000169
FN1---NT5E	0.000168
ITGB5---CYR61	0.000164
ITGB1---VCAM1	0.000154
LRP1---CTGF	0.000153
NT5E---FN1	0.000152
TFPI---LRP1	0.000149
CD36---COL1A2	0.000147
LAMB2---RPSA	0.000146
ITGB1---TIMP2	0.000144
LAMA2---RPSA	0.000140
IGF1R---IGF2	0.000140
ITGB5---FN1	0.000133
APOD---LEPR	0.000130
COL18A1---ITGA5	0.000128
CYR61---ITGB2	0.000126
SELE---SERPING1	0.000126
CCL21---ACKR2	0.000123
CD74---APP	0.000120
ITGA3---FN1	0.000115
RAMP2---ADM	0.000110
INSR---ARF1	0.000109
FLT1---PGF	0.000106
SDC4---TGM2	0.000105
COL1A1---ITGA1	0.000104
MET---DCN	0.000104
LRP1---MDK	0.000103
RPSA---LAMA2	0.000102
ACKR1---CCL2	0.000101
LRP5---DKK1	0.000097
FN1---ITGB5	0.000097
ITGA2---FN1	0.000097
CAV1---GNAI2	0.000096
RPSA---LAMB2	0.000096
COL1A1---DDR2	0.000093
CXCL8---ACKR1	0.000090
RPS19---C5AR1	0.000089
IGF2R---IGF2	0.000086
CTGF---LRP1	0.000084
HLA-B---KLRD1	0.000081
SERPINE2---LRP1	0.000079
ITGB1---SPP1	0.000071
IDE---IGF2	0.000071
ITGA1---COL1A1	0.000070
TNFRSF11B---FN1	0.000069
MDK---SDC3	0.000068
C5AR1---RPS19	0.000063
CD93---COL1A1	0.000062
ITGB2---CYR61	0.000062
APOE---SCARB1	0.000060
ITGB1---PLAUR	0.000059
CCL2---ACKR1	0.000058
CYR61---ITGB5	0.000058
DKK1---LRP5	0.000058
ITGA1---COL3A1	0.000057
MDK---LRP1	0.000056
VLDLR---APOE	0.000050
COL3A1---DDR2	0.000050
ERBB2---HLA-A	0.000049
PDGFRB---MFGE8	0.000048
ACKR2---CCL21	0.000045
ITGB1---CXCL12	0.000044
ITGA1---COL6A2	0.000043
EGFR---VCAN	0.000041
ANXA1---EGFR	0.000041
SPP1---S1PR1	0.000040
F13A1---ITGB1	0.000039
IL6---IL6ST	0.000038
PSAP---LRP1	0.000035
GAS6---AXL	0.000034
COL1A2---ITGA1	0.000034
ADAM12---ITGB1	0.000032
EGFR---HSP90AA1	0.000031
HSPG2---ITGB1	0.000031
ITGB1---ADAM15	0.000031
CD44---SPP1	0.000030
MDK---SDC4	0.000030
ITGA11---FN1	0.000029
APOE---LRP5	0.000029
APOE---VLDLR	0.000028
DDR2---COL1A1	0.000028
LRP5---APOE	0.000028
HLA-E---KLRC1	0.000027
PRL---PRLR	0.000027
CTGF---ITGB2	0.000027
ITGA2---COL1A1	0.000027
IGF2---IGF2R	0.000027
ITGA5---COL18A1	0.000026
HLA-C---KIR2DL1	0.000026
KLRD1---HLA-B	0.000026
FN1---ITGA3	0.000024
COL1A1---CD93	0.000024
CALR---ITGAV	0.000024
ITGA2---COL6A2	0.000023
HSP90AA1---EGFR	0.000023
MMP12---PLAUR	0.000023
SDC4---CXCL10	0.000022
COL15A1---ITGB1	0.000022
ITGB1---TNC	0.000022
SELP---SERPING1	0.000021
LRP1---C1QB	0.000020
LRP1---C3	0.000020
LRP6---CTGF	0.000020
SDC2---TGFB1	0.000020
TIMP2---ITGB1	0.000020
CAV1---HRAS	0.000019
TFPI---VLDLR	0.000019
THBS1---ITGB1	0.000019
LRP1---PSAP	0.000019
LRP1---TFPI	0.000018
TGFB1---SDC2	0.000018
CXCL10---SDC4	0.000018
IGF2---IGF1R	0.000018
COL4A1---ITGA1	0.000018
ITGA1---COL1A2	0.000017
ITGB2---CTGF	0.000017
SPP1---ITGA9	0.000016
ITGA2---COL3A1	0.000016
THBD---HMGB1	0.000015
SDC3---MDK	0.000015
VCAM1---ITGB1	0.000015
EGFR---ANXA1	0.000014
HLA-A---LILRB1	0.000014
FN1---MAG	0.000014
ITGA9---FN1	0.000014
HLA-E---KLRD1	0.000014
ITGA2B---FN1	0.000013
DCN---ERBB4	0.000013
HGF---SDC2	0.000013
COL3A1---ITGA1	0.000013
A2M---LRP1	0.000013
CXCL12---ITGB1	0.000013
CCL2---ACKR2	0.000013
CAV1---BST1	0.000012
KLRC1---HLA-E	0.000012
ITGB1---COL15A1	0.000012
PRLR---PRL	0.000012
PGF---NRP1	0.000012
LRPAP1---LDLR	0.000012
CYR61---ITGAM	0.000011
THY1---ITGB2	0.000011
CD46---C3	0.000011
LRP2---APOE	0.000011
ITGB1---JAM2	0.000011
FN1---TNFRSF11B	0.000011
CALR---LRP1	0.000011
MFGE8---PDGFRB	0.000011
COL4A1---ITGB8	0.000011
ACKR1---CCL5	0.000010
DDR2---COL3A1	0.000010
ADAM15---ITGB1	0.000010
RELN---ITGB1	0.000010
CD36---THBS1	0.000010
FBN1---ITGB1	0.000010
LRP6---IGFBP4	0.000009
SORL1---APOE	0.000009
NAMPT---INSR	0.000009
CALCRL---ADM	0.000009
APOE---SORL1	0.000009
PLAUR---PLAU	0.000009
NRP1---PGF	0.000009
INSR---NAMPT	0.000009
LGALS9---CD44	0.000008
GNAI2---CAV1	0.000008
IL33---IL1RL1	0.000008
ITGA2---COL1A2	0.000008
IL6ST---EBI3	0.000008
IGF2---IDE	0.000008
KIR2DL3---HLA-C	0.000008
RPSA---PRND	0.000008
IL6ST---IL6	0.000008
FN1---ITGA11	0.000008
CTGF---LRP6	0.000008
ADM---CALCRL	0.000008
ENG---TGFB1	0.000008
COL1A1---CD36	0.000007
ITGB3---CYR61	0.000007
CD93---COL4A1	0.000007
FN1---ITGA9	0.000007
APP---LRP1	0.000007
SPP1---ITGB3	0.000007
COL1A2---CD93	0.000007
CCL21---CXCR3	0.000007
DLK1---NOTCH3	0.000007
C3---ITGB2	0.000007
EGFR---EFEMP1	0.000006
CD93---COL4A2	0.000006
ACKR4---CCL21	0.000006
LRP1---CALR	0.000006
HLA-G---KLRC1	0.000006
LRP1---A2M	0.000006
EFEMP1---EGFR	0.000006
NRP1---FGF7	0.000006
COL18A1---KDR	0.000006
CCL5---ACKR1	0.000006
VEGFA---FLT1	0.000006
PTN---PTPRS	0.000006
HLA-C---KIR2DL3	0.000006
ITGAV---MMP2	0.000005
ITGB2---C3	0.000005
CD9---HBEGF	0.000005
VTN---ITGB1	0.000005
HLA-G---KLRD1	0.000005
SERPINE1---LRP1	0.000005
CD93---COL1A2	0.000005
KLRD1---HLA-E	0.000005
LRPAP1---LRP1	0.000005
ITGB1---FBN1	0.000005
PTPRS---HSPG2	0.000005
ITGB1---CD14	0.000005
SELE---CD44	0.000005
SDC1---MDK	0.000005
ITGA6---IGF1	0.000004
CSH1---PRLR	0.000004
F3---F10	0.000004
LAMB1---ITGB1	0.000004
TDGF1---LEFTY2	0.000004
TYROBP---CD47	0.000004
FN1---ITGA2	0.000004
FN1---ITGA8	0.000004
LRP1---APP	0.000004
CD44---LGALS9	0.000004
ITGB3---FN1	0.000004
ACKR4---CCL2	0.000004
HLA-B---KIR3DL1	0.000004
EDN1---EDNRB	0.000004
NRP2---SEMA3A	0.000004
SCARF1---CALR	0.000004
DPP4---CXCL10	0.000004
FZD8---IGFBP4	0.000004
LRP1---SERPINE1	0.000003
THY1---ITGAV	0.000003
GPC3---CD81	0.000003
ITGB1---LAMB1	0.000003
HLA-B---LILRB1	0.000003
HMGB1---THBD	0.000003
ITGB8---COL4A1	0.000003
GRN---TNFRSF1A	0.000003
IL1RL1---IL33	0.000003
DCN---MET	0.000003
RPSA---LAMA1	0.000003
HGF---CD44	0.000003
ITGAV---CALR	0.000003
FN1---ITGA2B	0.000003
APOE---LRP8	0.000003
SELP---VCAN	0.000003
CCL21---ACKR4	0.000003
IGFBP4---LRP6	0.000003
LDLR---LRPAP1	0.000003
LRP8---APOE	0.000003
TGFBR2---TGFB1	0.000003
ITGA2---HSPG2	0.000003
ITGB6---FN1	0.000002
NRP2---PGF	0.000002
HRAS---INSR	0.000002
LRP2---MDK	0.000002
